"product_id","name","description","brand","category","price","image_file","rating","reviews"
"P172","Nextbase 622GW Dash Cam","Portable jump starter with USB ports for emergencies","Nextbase","Automotive","18500","p172.jpg","4.6","Excellent;Would buy again;Highly recommend"
"P173","Anker PowerCore Bank","High-speed portable SSD with rugged durability","Anker","Electronics Accessories","5500","p173.jpg","4.3","Works great;Nice design;Good battery"
"P174","Anker Cable Set","4K webcam with auto-focus and noise-canceling mic","Anker","Electronics Accessories","1500","p174.jpg","4.2","Solid product;Works well;Good quality"
"P175","Anker USB Hub","Multi-port hub for all your connectivity needs","Anker","Electronics Accessories","3500","p175.jpg","4.1","Very useful;Easy setup;Works perfectly"
"P176","SanDisk Extreme Pro SD","High-speed portable SSD with rugged durability","SanDisk","Electronics Accessories","4200","p176.jpg","4.6","Works great;Nice design;Good battery"
"P177","SanDisk Extreme SSD","4K webcam with auto-focus and noise-canceling mic","SanDisk","Electronics Accessories","8000","p177.jpg","4.5","Works great;Nice design;Good battery"
"P178","Samsung T7 Shield SSD","High-speed portable SSD with rugged durability","Samsung","Electronics Accessories","9500","p178.jpg","4.4","Works great;Nice design;Good battery"
"P179","Samsung USB Drive","4K webcam with auto-focus and noise-canceling mic","Samsung","Electronics Accessories","1200","p179.jpg","4.3","Excellent;Would buy again;Highly recommend"
"P180","Logitech Webcam C920","4K webcam with auto-focus and noise-canceling mic","Logitech","Electronics Accessories","6500","p180.jpg","4.7","Excellent build;Perfect for needs;Recommend"
"P181","Logitech USB Microphone","4K webcam with auto-focus and noise-canceling mic","Logitech","Electronics Accessories","4500","p181.jpg","4.4","Works great;Nice design;Good battery"
"P182","Elgato Stream Deck","Multi-port hub for all your connectivity needs","Elgato","Electronics Accessories","8500","p182.jpg","4.6","Amazing quality;Worth the price;Fast shipping"
"P183","Elgato HD60 Capture","4K webcam with auto-focus and noise-canceling mic","Elgato","Electronics Accessories","9500","p183.jpg","4.5","Excellent build;Perfect for needs;Recommend"
"P184","Herman Miller Aeron Chair","Ergonomic office chair with lumbar support and adjustable armrests","Herman Miller","Furniture","95000","p184.jpg","4.8","Excellent build;Perfect for needs;Recommend"
"P185","Herman Miller Embody Chair","Premium materials with sustainable design","Herman Miller","Furniture","115000","p185.jpg","4.7","Better than expected;Great features;Love it"
"P186","Steelcase Leap Chair","Sit-stand desk with programmable height settings","Steelcase","Furniture","65000","p186.jpg","4.5","Amazing quality;Worth the price;Fast shipping"
"P187","Steelcase Gesture Chair","Ergonomic office chair with lumbar support and adjustable armrests","Steelcase","Furniture","72000","p187.jpg","4.6","Amazing quality;Worth the price;Fast shipping"
"P188","IKEA BEKANT Desk","Sit-stand desk with programmable height settings","IKEA","Furniture","18000","p188.jpg","4.0","Better than expected;Great features;Love it"
"P189","IKEA MICKE Desk","Premium materials with sustainable design","IKEA","Furniture","8500","p189.jpg","4.1","Works great;Nice design;Good battery"
"P190","Fully Jarak Chair","Ergonomic office chair with lumbar support and adjustable armrests","Fully","Furniture","35000","p190.jpg","4.3","Impressed;Well designed;User friendly"
"P191","Fully Mason Chair","Ergonomic office chair with lumbar support and adjustable armrests","Fully","Furniture","28000","p191.jpg","4.2","Excellent build;Perfect for needs;Recommend"
"P192","Branch Chair","Sit-stand desk with programmable height settings","Branch","Furniture","42000","p192.jpg","4.4","Solid product;Works well;Good quality"
"P193","Branch Standing Desk","Premium materials with sustainable design","Branch","Furniture","45000","p193.jpg","4.3","Amazing quality;Worth the price;Fast shipping"
"P194","Nike Training Bag","Professional-grade training equipment for home workouts","Nike","Sports Equipment","3500","p194.jpg","4.5","Good performance;Easy to use;Reliable"
"P195","Nike Yoga Mat","Durable sports gear with advanced performance technology","Nike","Sports Equipment","2500","p195.jpg","4.4","Excellent;Would buy again;Highly recommend"
"P196","Nike Resistance Bands","Eco-friendly materials with sustainable manufacturing","Nike","Sports Equipment","1800","p196.jpg","4.3","Impressed;Well designed;User friendly"
"P197","Adidas Training Mat","Professional-grade training equipment for home workouts","Adidas","Sports Equipment","2200","p197.jpg","4.5","Very useful;Easy setup;Works perfectly"
"P198","Adidas Soccer Ball","Durable sports gear with advanced performance technology","Adidas","Sports Equipment","1500","p198.jpg","4.4","Good performance;Easy to use;Reliable"
"P199","Adidas Basketball","Professional-grade training equipment for home workouts","Adidas","Sports Equipment","3800","p199.jpg","4.3","Very useful;Easy setup;Works perfectly"
"P200","Under Armour Backpack","Eco-friendly materials with sustainable manufacturing","Under Armour","Sports Equipment","5100","p200.jpg","4.7","Amazing quality;Worth the price;Fast shipping"
"P201","Under Armour Training Gear","Eco-friendly materials with sustainable manufacturing","Under Armour","Sports Equipment","6000","p201.jpg","4.6","Amazing quality;Worth the price;Fast shipping"
"P202","Yonex Tennis Racket","Durable sports gear with advanced performance technology","Yonex","Sports Equipment","12400","p202.jpg","4.1","Excellent;Would buy again;Highly recommend"
"P203","Yonex Badminton Racket","Durable sports gear with advanced performance technology","Yonex","Sports Equipment","1800","p203.jpg","4.0","Good performance;Easy to use;Reliable"
"P204","Wilson Tennis Racket","Durable sports gear with advanced performance technology","Wilson","Sports Equipment","4300","p204.jpg","3.8","Solid product;Works well;Good quality"
"P205","Wilson Basketball","Professional-grade training equipment for home workouts","Wilson","Sports Equipment","14300","p205.jpg","4.1","Amazing quality;Worth the price;Fast shipping"
"P206","Kindle Paperwhite","E-reader with warm light and waterproof design","Kindle","Books & Media","7200","p206.jpg","3.9","Impressed;Well designed;User friendly"
"P207","Kindle Scribe","Premium streaming with offline downloads and ad-free experience","Kindle","Books & Media","23000","p207.jpg","3.9","Excellent;Would buy again;Highly recommend"
"P208","Kindle Basic","Premium streaming with offline downloads and ad-free experience","Kindle","Books & Media","11200","p208.jpg","4.0","Great product;Highly recommended;Good value"
"P209","Audible Subscription","E-reader with warm light and waterproof design","Audible","Books & Media","35500","p209.jpg","4.6","Better than expected;Great features;Love it"
"P210","Audible Audiobooks","E-reader with warm light and waterproof design","Audible","Books & Media","33100","p210.jpg","4.6","Impressed;Well designed;User friendly"
"P211","Spotify Premium Subscription","E-reader with warm light and waterproof design","Spotify","Books & Media","16800","p211.jpg","4.2","Great product;Highly recommended;Good value"
"P212","Apple Apple TV+","E-reader with warm light and waterproof design","Apple","Books & Media","22700","p212.jpg","4.5","Excellent build;Perfect for needs;Recommend"
"P213","Apple Apple Music","Unlimited access to millions of books and audiobooks","Apple","Books & Media","41400","p213.jpg","4.6","Good performance;Easy to use;Reliable"
"P214","Sony PlayStation Plus","Premium streaming with offline downloads and ad-free experience","Sony","Books & Media","42300","p214.jpg","4.2","Impressed;Well designed;User friendly"
"P215","Sony Xbox Game Pass","Premium streaming with offline downloads and ad-free experience","Sony","Books & Media","18800","p215.jpg","4.0","Solid product;Works well;Good quality"
"P216","Apple Magic Keyboard","Ergonomic mouse with customizable buttons and smooth tracking","Apple","Office Supplies","15100","p216.jpg","4.5","Works great;Nice design;Good battery"
"P217","Apple Magic Mouse","Wireless keyboard with backlit keys and multi-device support","Apple","Office Supplies","6700","p217.jpg","4.2","Impressed;Well designed;User friendly"
"P218","Apple Magic Trackpad","Ergonomic mouse with customizable buttons and smooth tracking","Apple","Office Supplies","7500","p218.jpg","4.6","Amazing quality;Worth the price;Fast shipping"
"P219","Logitech MX Keys","Ergonomic mouse with customizable buttons and smooth tracking","Logitech","Office Supplies","17300","p219.jpg","4.9","Impressed;Well designed;User friendly"
"P220","Logitech MX Master Mouse","Ergonomic mouse with customizable buttons and smooth tracking","Logitech","Office Supplies","15600","p220.jpg","4.1","Amazing quality;Worth the price;Fast shipping"
"P221","Microsoft Surface Pen","Ergonomic mouse with customizable buttons and smooth tracking","Microsoft","Office Supplies","13200","p221.jpg","3.9","Very useful;Easy setup;Works perfectly"
"P222","Microsoft Surface Dock","Ergonomic mouse with customizable buttons and smooth tracking","Microsoft","Office Supplies","14500","p222.jpg","4.6","Works great;Nice design;Good battery"
"P223","Samsung Dex Cable","Ergonomic mouse with customizable buttons and smooth tracking","Samsung","Office Supplies","15200","p223.jpg","4.0","Excellent;Would buy again;Highly recommend"
"P224","Samsung Multiport Adapter","Ergonomic mouse with customizable buttons and smooth tracking","Samsung","Office Supplies","4700","p224.jpg","4.0","Amazing quality;Worth the price;Fast shipping"
"P225","Anker PowerExpand Hub","Ergonomic mouse with customizable buttons and smooth tracking","Anker","Office Supplies","11500","p225.jpg","3.8","Great product;Highly recommended;Good value"
"P226","Anker USB-C Hub","Premium productivity tools for professional workflows","Anker","Office Supplies","17400","p226.jpg","4.4","Better than expected;Great features;Love it"
"P227","Logitech C920s HD Pro","4K webcam with auto-focus and noise-canceling mic","Logitech","Electronics Accessories","5500","p227.jpg","4.4","Amazing quality;Worth the price;Fast shipping"
"P228","Blue Yeti Nano","Professional USB microphone for streaming and podcasts","Blue","Electronics Accessories","8500","p228.jpg","4.5","Very useful;Easy setup;Works perfectly"
"P229","Rode NT-USB Mini","Studio-quality USB condenser microphone","Rode","Electronics Accessories","6500","p229.jpg","4.6","Excellent build;Perfect for needs;Recommend"
"P230","Shure MV7 Podcast Mic","Hybrid USB/XLR microphone for podcasting","Shure","Electronics Accessories","14500","p230.jpg","4.7","Excellent;Would buy again;Highly recommend"
"P231","Elgato Key Light Air","Professional LED panel with app control","Elgato","Electronics Accessories","9500","p231.jpg","4.4","Better than expected;Great features;Love it"
"P232","Razer Ring Light","Circular light with adjustable color temperature","Razer","Electronics Accessories","4500","p232.jpg","4.2","Great product;Highly recommended;Good value"
"P233","Loupedeck CT","Customizable control surface for creative workflows","Loupedeck","Electronics Accessories","25000","p233.jpg","4.5","Better than expected;Great features;Love it"
"P234","XPPen Artist 12 Pro","Full HD drawing tablet with stylus","XPPen","Electronics Accessories","12500","p234.jpg","4.3","Solid product;Works well;Good quality"
"P235","Wacom Intuos Pro Medium","Professional graphics tablet with pen","Wacom","Electronics Accessories","28000","p235.jpg","4.7","Amazing quality;Worth the price;Fast shipping"
"P236","Huion Kamvas 13","13-inch drawing tablet with full HD display","Huion","Electronics Accessories","15000","p236.jpg","4.4","Better than expected;Great features;Love it"
"P237","Anker 737 Power Bank","24000mAh with 140W fast charging","Anker","Electronics Accessories","9500","p237.jpg","4.6","Very useful;Easy setup;Works perfectly"
"P238","Anker 60W Charger","GaNPrime fast charger with multiple ports","Anker","Electronics Accessories","3500","p238.jpg","4.5","Very useful;Easy setup;Works perfectly"
"P239","Belkin USB-C Hub","7-in-1 adapter with 4K HDMI output","Belkin","Electronics Accessories","4500","p239.jpg","4.3","Works great;Nice design;Good battery"
"P240","CalDigit TS4 Dock","Thunderbolt 4 dock with 18 ports","CalDigit","Electronics Accessories","35000","p240.jpg","4.8","Amazing quality;Worth the price;Fast shipping"
"P241","Samsung 980 PRO 1TB","PCIe 4.0 NVMe SSD up to 7000MB/s","Samsung","Electronics Accessories","12000","p241.jpg","4.7","Impressed;Well designed;User friendly"
"P242","WD Black SN850X","High-performance gaming NVMe SSD","WD","Electronics Accessories","9500","p242.jpg","4.6","Works great;Nice design;Good battery"
"P243","Seagate FireCuda 530","Ultra-fast PCIe 4.0 gaming SSD","Seagate","Electronics Accessories","11000","p243.jpg","4.5","Good performance;Easy to use;Reliable"
"P244","Crucial P5 Plus","Gen4 NVMe SSD with encryption","Crucial","Electronics Accessories","7500","p244.jpg","4.4","Excellent;Would buy again;Highly recommend"
"P245","Kingston A400 SSD","2.5-inch SATA SSD for upgrades","Kingston","Electronics Accessories","2500","p245.jpg","4.2","Works great;Nice design;Good battery"
"P246","Sabrent Rocket 4","High-speed PCIe 4.0 NVMe SSD","Sabrent","Electronics Accessories","13000","p246.jpg","4.5","Great product;Highly recommended;Good value"
"P247","Corsair K100 RGB","Mechanical keyboard with RGB and OLED display","Corsair","Gaming Accessories","14500","p247.jpg","4.6","Amazing quality;Worth the price;Fast shipping"
"P248","Corsair Scimitar RGB","MMO gaming mouse with 17 buttons","Corsair","Gaming Accessories","8500","p248.jpg","4.3","Works great;Nice design;Good battery"
"P249","Logitech G Pro X 2","Wireless gaming headset with Blue VO!CE","Logitech","Gaming Accessories","15000","p249.jpg","4.7","Solid product;Works well;Good quality"
"P250","Razer Viper V3 Pro","Ultra-lightweight wireless esports mouse","Razer","Gaming Accessories","11000","p250.jpg","4.6","Impressed;Well designed;User friendly"
"P251","SteelSeries Arctis Nova Pro","Premium gaming headset with base station","SteelSeries","Gaming Accessories","22000","p251.jpg","4.8","Good performance;Easy to use;Reliable"
"P252","HyperX Cloud III","Comfortable gaming headset with 7.1 surround","HyperX","Gaming Accessories","6500","p252.jpg","4.5","Excellent;Would buy again;Highly recommend"
"P253","ASUS ROG Keris Wireless","Lightweight wireless gaming mouse","ASUS","Gaming Accessories","6500","p253.jpg","4.4","Good performance;Easy to use;Reliable"
"P254","MSI Clutch GM31","Lightweight wireless gaming mouse","MSI","Gaming Accessories","5500","p254.jpg","4.3","Great product;Highly recommended;Good value"
"P255","Alienware AW920H","Tri-mode wireless gaming headset","Alienware","Gaming Accessories","12500","p255.jpg","4.5","Works great;Nice design;Good battery"
"P256","Nacon Revolution 5","Pro controller for Xbox and PC","Nacon","Gaming Accessories","5500","p256.jpg","4.2","Amazing quality;Worth the price;Fast shipping"
"P257","DualSense Edge","Pro controller for PlayStation 5","Sony","Gaming Accessories","12500","p257.jpg","4.6","Solid product;Works well;Good quality"
"P258","Nintendo Switch Pro Controller","Pro controller for Nintendo Switch","Nintendo","Gaming Accessories","4500","p258.jpg","4.4","Amazing quality;Worth the price;Fast shipping"
"P259","8BitDo Pro 2","Retro-styled controller for multiple platforms","8BitDo","Gaming Accessories","2500","p259.jpg","4.3","Works great;Nice design;Good battery"
"P260","Razer Kunai","High-performance PC case with ARGB","Razer","Gaming Accessories","8500","p260.jpg","4.4","Good performance;Easy to use;Reliable"
"P261","NZXT H9 Flow","Premium PC case with mesh front","NZXT","Gaming Accessories","10500","p261.jpg","4.5","Good performance;Easy to use;Reliable"
"P262","Corsair 4000D Airflow","Mid-tower case with high airflow","Corsair","Gaming Accessories","7500","p262.jpg","4.3","Better than expected;Great features;Love it"
"P263","Lian Li O11 Dynamic","Dual-chamber PC case for custom builds","Lian Li","Gaming Accessories","9500","p263.jpg","4.6","Excellent build;Perfect for needs;Recommend"
"P264","be quiet! Dark Base Pro 900","Premium silent PC case","be quiet!","Gaming Accessories","14500","p264.jpg","4.7","Amazing quality;Worth the price;Fast shipping"
"P265","Phanteks Eclipse P400A","Budget-friendly case with RGB","Phanteks","Gaming Accessories","5500","p265.jpg","4.2","Good performance;Easy to use;Reliable"
"P266","Cooler Master H500M","High-airflow mesh case with ARGB","Cooler Master","Gaming Accessories","9500","p266.jpg","4.4","Impressed;Well designed;User friendly"
"P267","Noctua NH-D15","Premium CPU cooler with dual fans","Noctua","Gaming Accessories","10500","p267.jpg","4.8","Better than expected;Great features;Love it"
"P268","Corsair iCUE H150i","AIO liquid cooler with RGB","Corsair","Gaming Accessories","14000","p268.jpg","4.6","Better than expected;Great features;Love it"
"P269","NZXT Kraken X63","AIO liquid cooler with LCD display","NZXT","Gaming Accessories","11500","p269.jpg","4.5","Impressed;Well designed;User friendly"
"P270","be quiet! Silent Loop 2","Silent AIO liquid cooler","be quiet!","Gaming Accessories","9500","p270.jpg","4.4","Amazing quality;Worth the price;Fast shipping"
"P271","DeepCool AK400","Budget tower air cooler","DeepCool","Gaming Accessories","2500","p271.jpg","4.1","Impressed;Well designed;User friendly"
"P272","Scythe Fuma 2","High-performance tower cooler","Scythe","Gaming Accessories","4500","p272.jpg","4.3","Good performance;Easy to use;Reliable"
"P273","Thermalright Macho","Premium air cooler with big tower","Thermalright","Gaming Accessories","5500","p273.jpg","4.4","Good performance;Easy to use;Reliable"
"P274","Corsair RM850x","80+ Gold fully modular PSU","Corsair","Gaming Accessories","8500","p274.jpg","4.6","Works great;Nice design;Good battery"
"P275","EVGA SuperNOVA 850","High-efficiency modular power supply","EVGA","Gaming Accessories","7500","p275.jpg","4.5","Better than expected;Great features;Love it"
"P276","Seasonic Focus GX-750","Compact fully modular 80+ Gold PSU","Seasonic","Gaming Accessories","6500","p276.jpg","4.4","Very useful;Easy setup;Works perfectly"
"P277","Thermaltake 850W","Smart RGB modular power supply","Thermaltake","Gaming Accessories","5500","p277.jpg","4.2","Great product;Highly recommended;Good value"
"P278","be quiet! Straight Power 11","Silent high-efficiency PSU","be quiet!","Gaming Accessories","9500","p278.jpg","4.7","Solid product;Works well;Good quality"
"P279","Corsair CX650M","Semi-modular budget-friendly PSU","Corsair","Gaming Accessories","3500","p279.jpg","4.0","Very useful;Easy setup;Works perfectly"
"P280","MSI MPG A750GF","750W 80+ Gold modular PSU","MSI","Gaming Accessories","5500","p280.jpg","4.3","Excellent;Would buy again;Highly recommend"
